File Name,Dataset,aid,Date,Count,Minimum,Maximum,Range,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile
MOD13A3_061__1_km_monthly_NDVI_doy2021244000000_aid0001,_1_km_monthly_NDVI,aid0001,2021-09-01,4181378.0,-0.2,1.0,"(-0.2,1.0)",0.6307947,0.2256609,0.0509229,0.7935,1.0,0.7008,0.1555,0.5383
MOD13A3_061__1_km_monthly_NDVI_doy2021274000000_aid0001,_1_km_monthly_NDVI,aid0001,2021-10-01,4177711.0,-0.2,1.0,"(-0.2,1.0)",0.5888565,0.2211912,0.0489255,0.7526,1.0,0.6378,0.0774,0.4825
MOD13A3_061__1_km_monthly_NDVI_doy2021305000000_aid0001,_1_km_monthly_NDVI,aid0001,2021-11-01,4177812.0,-0.2,1.0,"(-0.2,1.0)",0.4998373,0.2267352,0.0514089,0.6619,1.0,0.519,-0.0708,0.3688
MOD13A3_061__1_km_monthly_NDVI_doy2021335000000_aid0001,_1_km_monthly_NDVI,aid0001,2021-12-01,4179938.0,-0.2,1.0,"(-0.2,1.0)",0.4925182,0.2133848,0.0455331,0.6328,1.0,0.5104,0.0151,0.3857
MOD13A3_061__1_km_monthly_NDVI_doy2022001000000_aid0001,_1_km_monthly_NDVI,aid0001,2022-01-01,4177793.0,-0.2,1.0,"(-0.2,1.0)",0.4945833,0.2253564,0.0507855,0.6574,1.0,0.5243,-0.0016,0.3938
MOD13A3_061__1_km_monthly_NDVI_doy2022032000000_aid0001,_1_km_monthly_NDVI,aid0001,2022-02-01,4179230.0,-0.2,1.0,"(-0.2,1.0)",0.4679873,0.2186554,0.0478102,0.6315,1.0,0.4827,-0.053,0.3577
MOD13A3_061__1_km_monthly_NDVI_doy2022060000000_aid0001,_1_km_monthly_NDVI,aid0001,2022-03-01,4181442.0,-0.2,1.0,"(-0.2,1.0)",0.424328,0.2005618,0.040225,0.5628,0.9373,0.4264,-0.0614,0.3131
MOD13A3_061__1_km_monthly_NDVI_doy2022091000000_aid0001,_1_km_monthly_NDVI,aid0001,2022-04-01,4182198.0,-0.2,1.0,"(-0.2,1.0)",0.3646613,0.1876543,0.0352141,0.4762,0.815,0.3428,-0.0885,0.2503
MOD13A3_061__1_km_monthly_NDVI_doy2022121000000_aid0001,_1_km_monthly_NDVI,aid0001,2022-05-01,4182357.0,-0.2,1.0,"(-0.2,1.0)",0.3606646,0.2057415,0.0423296,0.4857,0.8859,0.3164,-0.1813,0.2189
MOD13A3_061__1_km_monthly_NDVI_doy2022152000000_aid0001,_1_km_monthly_NDVI,aid0001,2022-06-01,4182166.0,-0.2,1.0,"(-0.2,1.0)",0.4011568,0.2222073,0.0493761,0.5532,1.0,0.3679,-0.2,0.2334
MOD13A3_061__1_km_monthly_NDVI_doy2022182000000_aid0001,_1_km_monthly_NDVI,aid0001,2022-07-01,4182150.0,-0.2,1.0,"(-0.2,1.0)",0.5315765,0.2280189,0.0519926,0.7094,1.0,0.5561,-0.0973,0.3867
MOD13A3_061__1_km_monthly_NDVI_doy2022213000000_aid0001,_1_km_monthly_NDVI,aid0001,2022-08-01,4182065.0,-0.2,1.0,"(-0.2,1.0)",0.6233519,0.21296,0.0453519,0.7779,1.0,0.6769,0.1662,0.5332
MOD13A3_061__1_km_monthly_NDVI_doy2022244000000_aid0001,_1_km_monthly_NDVI,aid0001,2022-09-01,4178686.0,-0.2,1.0,"(-0.2,1.0)",0.6315736,0.214478,0.0460008,0.7809,1.0,0.6933,0.1994,0.5483
MOD13A3_061__1_km_monthly_NDVI_doy2022274000000_aid0001,_1_km_monthly_NDVI,aid0001,2022-10-01,4175528.0,-0.2,1.0,"(-0.2,1.0)",0.5798077,0.2211183,0.0488933,0.7378,1.0,0.6329,0.0816,0.4753
MOD13A3_061__1_km_monthly_NDVI_doy2022305000000_aid0001,_1_km_monthly_NDVI,aid0001,2022-11-01,4175998.0,-0.2,1.0,"(-0.2,1.0)",0.4961378,0.2228,0.0496398,0.6526,1.0,0.5141,-0.0606,0.3673
MOD13A3_061__1_km_monthly_NDVI_doy2022335000000_aid0001,_1_km_monthly_NDVI,aid0001,2022-12-01,4177597.0,-0.2,1.0,"(-0.2,1.0)",0.4888284,0.2095762,0.0439222,0.6281,0.9918,0.5,0.0214,0.3854
MOD13A3_061__1_km_monthly_NDVI_doy2023001000000_aid0001,_1_km_monthly_NDVI,aid0001,2023-01-01,4176624.0,-0.2,1.0,"(-0.2,1.0)",0.4849314,0.2141592,0.0458642,0.6427,1.0,0.5048,-0.0273,0.3747
MOD13A3_061__1_km_monthly_NDVI_doy2023032000000_aid0001,_1_km_monthly_NDVI,aid0001,2023-02-01,4178956.0,-0.2,1.0,"(-0.2,1.0)",0.4552144,0.2095863,0.0439264,0.6124,1.0,0.4584,-0.0683,0.3401
MOD13A3_061__1_km_monthly_NDVI_doy2023060000000_aid0001,_1_km_monthly_NDVI,aid0001,2023-03-01,4180239.0,-0.2,1.0,"(-0.2,1.0)",0.4211219,0.1993994,0.0397601,0.5572,0.9285,0.4169,-0.062,0.3095
MOD13A3_061__1_km_monthly_NDVI_doy2023091000000_aid0001,_1_km_monthly_NDVI,aid0001,2023-04-01,4181394.0,-0.2,1.0,"(-0.2,1.0)",0.3751287,0.1920407,0.0368796,0.5016,0.8622,0.3557,-0.0994,0.2612
MOD13A3_061__1_km_monthly_NDVI_doy2023121000000_aid0001,_1_km_monthly_NDVI,aid0001,2023-05-01,4181997.0,-0.2,1.0,"(-0.2,1.0)",0.380202,0.2048143,0.0419489,0.5131,0.9127,0.3524,-0.1529,0.2467
MOD13A3_061__1_km_monthly_NDVI_doy2023152000000_aid0001,_1_km_monthly_NDVI,aid0001,2023-06-01,4182312.0,-0.2,1.0,"(-0.2,1.0)",0.4088528,0.2112327,0.0446192,0.5487,0.9789,0.3779,-0.1683,0.2619
MOD13A3_061__1_km_monthly_NDVI_doy2023182000000_aid0001,_1_km_monthly_NDVI,aid0001,2023-07-01,4182149.0,-0.2,1.0,"(-0.2,1.0)",0.503432,0.2283267,0.0521331,0.6775,1.0,0.5268,-0.1177,0.3594
MOD13A3_061__1_km_monthly_NDVI_doy2023213000000_aid0001,_1_km_monthly_NDVI,aid0001,2023-08-01,4181869.0,-0.2,1.0,"(-0.2,1.0)",0.5895459,0.2134785,0.0455731,0.748,1.0,0.6371,0.0783,0.4801
MOD13A3_061__1_km_monthly_NDVI_doy2023244000000_aid0001,_1_km_monthly_NDVI,aid0001,2023-09-01,4179699.0,-0.2,1.0,"(-0.2,1.0)",0.6124562,0.2176842,0.0473864,0.7716,1.0,0.6781,0.1066,0.5056
MOD13A3_061__1_km_monthly_NDVI_doy2023274000000_aid0001,_1_km_monthly_NDVI,aid0001,2023-10-01,4176267.0,-0.2,1.0,"(-0.2,1.0)",0.5675872,0.2239676,0.0501615,0.7372,1.0,0.6162,-0.014,0.4367
MOD13A3_061__1_km_monthly_NDVI_doy2023305000000_aid0001,_1_km_monthly_NDVI,aid0001,2023-11-01,4177832.0,-0.2,1.0,"(-0.2,1.0)",0.4886543,0.218024,0.0475345,0.6432,1.0,0.4971,-0.0913,0.3494
MOD13A3_061__1_km_monthly_NDVI_doy2023335000000_aid0001,_1_km_monthly_NDVI,aid0001,2023-12-01,4179067.0,-0.2,1.0,"(-0.2,1.0)",0.498339,0.2083566,0.0434125,0.6383,1.0,0.5133,0.0171,0.3898
MOD13A3_061__1_km_monthly_NDVI_doy2024001000000_aid0001,_1_km_monthly_NDVI,aid0001,2024-01-01,4178399.0,-0.2,1.0,"(-0.2,1.0)",0.4855292,0.2137529,0.0456903,0.6426,1.0,0.5039,-0.0466,0.3669
MOD13A3_061__1_km_monthly_NDVI_doy2024032000000_aid0001,_1_km_monthly_NDVI,aid0001,2024-02-01,4179789.0,-0.2,1.0,"(-0.2,1.0)",0.4679123,0.2078745,0.0432118,0.6241,1.0,0.4739,-0.0681,0.3472
MOD13A3_061__1_km_monthly_NDVI_doy2024061000000_aid0001,_1_km_monthly_NDVI,aid0001,2024-03-01,4180011.0,-0.2,1.0,"(-0.2,1.0)",0.4205303,0.2053663,0.0421753,0.5656,0.9663,0.4199,-0.1026,0.2983
MOD13A3_061__1_km_monthly_NDVI_doy2024092000000_aid0001,_1_km_monthly_NDVI,aid0001,2024-04-01,4181285.0,-0.2,1.0,"(-0.2,1.0)",0.3708378,0.1925222,0.0370648,0.4934,0.8501,0.3473,-0.1011,0.2556
MOD13A3_061__1_km_monthly_NDVI_doy2024122000000_aid0001,_1_km_monthly_NDVI,aid0001,2024-05-01,4182055.0,-0.2,1.0,"(-0.2,1.0)",0.3661899,0.2012206,0.0404897,0.4929,0.8833,0.329,-0.1578,0.2326
MOD13A3_061__1_km_monthly_NDVI_doy2024153000000_aid0001,_1_km_monthly_NDVI,aid0001,2024-06-01,4181955.0,-0.2,1.0,"(-0.2,1.0)",0.4157605,0.2173176,0.0472269,0.5695,1.0,0.3994,-0.2,0.2507
MOD13A3_061__1_km_monthly_NDVI_doy2024183000000_aid0001,_1_km_monthly_NDVI,aid0001,2024-07-01,4181997.0,-0.2,1.0,"(-0.2,1.0)",0.4889549,0.2312301,0.0534674,0.6672,1.0,0.5125,-0.1873,0.3254
MOD13A3_061__1_km_monthly_NDVI_doy2024214000000_aid0001,_1_km_monthly_NDVI,aid0001,2024-08-01,4182117.0,-0.2,1.0,"(-0.2,1.0)",0.6299308,0.222555,0.0495307,0.7932,1.0,0.6972,0.1457,0.5342
MOD13A3_061__1_km_monthly_NDVI_doy2024245000000_aid0001,_1_km_monthly_NDVI,aid0001,2024-09-01,4181101.0,-0.2,1.0,"(-0.2,1.0)",0.6514431,0.2151008,0.0462684,0.7995,1.0,0.7203,0.2378,0.5748
MOD13A3_061__1_km_monthly_NDVI_doy2024275000000_aid0001,_1_km_monthly_NDVI,aid0001,2024-10-01,4178948.0,-0.2,1.0,"(-0.2,1.0)",0.6082817,0.2157383,0.046543,0.7664,1.0,0.6633,0.1162,0.5063
MOD13A3_061__1_km_monthly_NDVI_doy2024306000000_aid0001,_1_km_monthly_NDVI,aid0001,2024-11-01,4177877.0,-0.2,1.0,"(-0.2,1.0)",0.5055203,0.2174098,0.047267,0.6628,1.0,0.525,-0.0912,0.3612
MOD13A3_061__1_km_monthly_NDVI_doy2024336000000_aid0001,_1_km_monthly_NDVI,aid0001,2024-12-01,4179701.0,-0.2,1.0,"(-0.2,1.0)",0.4805583,0.2077191,0.0431472,0.6213,1.0,0.486,-0.0192,0.3651
MOD13A3_061__1_km_monthly_NDVI_doy2025001000000_aid0001,_1_km_monthly_NDVI,aid0001,2025-01-01,4176652.0,-0.2,1.0,"(-0.2,1.0)",0.4931899,0.2165084,0.0468759,0.6529,1.0,0.5167,-0.0203,0.3836
MOD13A3_061__1_km_monthly_NDVI_doy2025032000000_aid0001,_1_km_monthly_NDVI,aid0001,2025-02-01,4179535.0,-0.2,1.0,"(-0.2,1.0)",0.4692266,0.2100327,0.0441137,0.628,1.0,0.4789,-0.0572,0.3539
MOD13A3_061__1_km_monthly_NDVI_doy2025060000000_aid0001,_1_km_monthly_NDVI,aid0001,2025-03-01,4180249.0,-0.2,1.0,"(-0.2,1.0)",0.4233549,0.2016275,0.0406537,0.563,0.9446,0.4218,-0.073,0.3086
MOD13A3_061__1_km_monthly_NDVI_doy2025091000000_aid0001,_1_km_monthly_NDVI,aid0001,2025-04-01,4182204.0,-0.2,1.0,"(-0.2,1.0)",0.3737213,0.1931211,0.0372958,0.4986,0.8649,0.3491,-0.1119,0.2544
MOD13A3_061__1_km_monthly_NDVI_doy2025121000000_aid0001,_1_km_monthly_NDVI,aid0001,2025-05-01,4182212.0,-0.2,1.0,"(-0.2,1.0)",0.3980987,0.2091115,0.0437276,0.5494,1.0,0.3725,-0.2,0.2477
MOD13A3_061__1_km_monthly_NDVI_doy2025152000000_aid0001,_1_km_monthly_NDVI,aid0001,2025-06-01,4181993.0,-0.2,1.0,"(-0.2,1.0)",0.4571954,0.2192104,0.0480532,0.6223,1.0,0.4548,-0.1957,0.2951
MOD13A3_061__1_km_monthly_NDVI_doy2025182000000_aid0001,_1_km_monthly_NDVI,aid0001,2025-07-01,4182256.0,-0.2,1.0,"(-0.2,1.0)",0.5519743,0.2209577,0.0488223,0.7208,1.0,0.5855,-0.0154,0.4263
MOD13A3_061__1_km_monthly_NDVI_doy2025213000000_aid0001,_1_km_monthly_NDVI,aid0001,2025-08-01,4182296.0,-0.2,1.0,"(-0.2,1.0)",0.6358133,0.2156698,0.0465135,0.788,1.0,0.7009,0.2018,0.5535
MOD13A3_061__1_km_monthly_NDVI_doy2025244000000_aid0001,_1_km_monthly_NDVI,aid0001,2025-09-01,4181234.0,-0.2,1.0,"(-0.2,1.0)",0.6494694,0.2147904,0.0461349,0.7973,1.0,0.7172,0.2316,0.571
MOD13A3_061__1_km_monthly_NDVI_doy2025274000000_aid0001,_1_km_monthly_NDVI,aid0001,2025-10-01,4178014.0,-0.2,1.0,"(-0.2,1.0)",0.5927271,0.2215644,0.0490908,0.7601,1.0,0.6464,0.0559,0.4784
MOD13A3_061__1_km_monthly_NDVI_doy2025305000000_aid0001,_1_km_monthly_NDVI,aid0001,2025-11-01,4175756.0,-0.2,1.0,"(-0.2,1.0)",0.5243049,0.2169755,0.0470784,0.6777,1.0,0.5479,-0.021,0.3982
MOD13A3_061__1_km_monthly_NDVI_doy2025335000000_aid0001,_1_km_monthly_NDVI,aid0001,2025-12-01,4177183.0,-0.2,1.0,"(-0.2,1.0)",0.5085139,0.2022222,0.0408938,0.6456,1.0,0.5229,0.0404,0.4035
